"Timestamp","What is your current graduation year?","How would you describe your race and ethnicity? Check all that apply.","What is your intended concentration area(s)?","How would you describe your gender identity? Check all that apply.","Do you identify as LGBTQ+?","Have you ever taken piano lessons?","Do you have a driver's license?","Do you believe that President Donald Trump is a threat to democracy?","Do you take any prescription medications to treat depression or anxiety?","Should Brown require applicants to submit a standardized test score? (SAT/ACT)","Do you credit Brown career services, at least in part, with helping you secure an internship or full-time job?","Do any of your parent(s) or guardian(s) own a gun?","In a romantic context, would you rather be rejected because of your looks or personality?","Have you ever undergone a procedure for primarily cosmetic purposes?","What is the capital of Canada?"
"2025/04/16 10:37:56 AM AST","2027","Hispanic or Latino;White","Social Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Yes","Yes","Yes","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 10:39:37 AM AST","2025","White","Life Sciences;Physical Sciences","Woman","No","Yes","Yes","Prefer not to answer","No, I never have","Yes","Unsure","No","I would rather be rejected because of my looks","No","quebec"
"2025/04/16 10:41:02 AM AST","2025","White","Physical Sciences","Man","No","No","Yes","No","No, I never have","No","Yes","No","I would rather be rejected because of my personality","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.)","Ottawa"
"2025/04/16 10:41:27 AM AST","2025.5","Asian","Humanities/ Arts","Woman","No","Yes","No","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","toronto"
"2025/04/16 10:42:30 AM AST","2028","Middle Eastern or North African","Humanities/ Arts;Physical Sciences","Woman","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","Unsure","No","Prefer not answer","I would rather be rejected because of my looks","No","Toronto"
"2025/04/16 10:44:51 AM AST","2026","White","Life Sciences","Man","No","No","Yes","Yes","Yes, I currently have a prescription","Unsure","No","No","I would rather be rejected because of my looks","No","Quebec?"
"2025/04/16 10:46:34 AM AST","2025","White","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 10:46:48 AM AST","2028","White","Humanities/ Arts;Social Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my personality","No","toronto"
"2025/04/16 10:50:09 AM AST","2028","Hispanic or Latino","Humanities/ Arts","Woman","Yes","No","Yes","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my looks","Yes, a non-surgical procedure (injectables, fillers, botox, etc.)","Quebec"
"2025/04/16 10:55:02 AM AST","2027","Middle Eastern or North African","Physical Sciences","Man","Yes","No","No","Yes","No, I never have","Unsure","Unsure","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 10:55:31 AM AST","2025","Asian","Physical Sciences","Woman","No","Yes","No","Yes","No, I never have","No","No","Yes","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 10:57:33 AM AST","2027","Asian;White","Life Sciences;Physical Sciences","Man","No","Yes","Yes","No","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottowa"
"2025/04/16 10:58:29 AM AST","2026","Black","Humanities/ Arts;Social Sciences","Man","Yes","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","No clue go america"
"2025/04/16 11:00:19 AM AST","2025","White","Humanities/ Arts;Social Sciences","Woman","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my looks","No","Quebec "
"2025/04/16 11:01:21 AM AST","2025","Asian;White","Humanities/ Arts;Physical Sciences;Social Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my personality","No","Alberta"
"2025/04/16 11:02:37 AM AST","2026","White","Social Sciences","Woman","Prefer not to answer","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.)","Ottawa"
"2025/04/16 11:07:34 AM AST","2027","Black","Physical Sciences","Man","No","No","No","Yes","No, I never have","Unsure","Unsure","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 11:08:38 AM AST","2025","White","Social Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/16 11:08:43 AM AST","2025","White","Humanities/ Arts;Social Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","Yes","Yes","I would rather be rejected because of my looks","No","Montreal"
"2025/04/16 11:15:48 AM AST","2025","Asian","Physical Sciences","Man","Yes","No","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 11:18:29 AM AST","2025","Asian","Physical Sciences","Man","No","No","Yes","Unsure","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","Vancover"
"2025/04/16 11:19:15 AM AST","2027","Asian","Life Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ontario"
"2025/04/16 11:28:26 AM AST","2026","Hispanic or Latino","Life Sciences;Physical Sciences","Man","Yes","No","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 11:28:51 AM AST","2025","Asian","Humanities/ Arts","Woman","No","Yes","Yes","Prefer not to answer","No, I never have","Yes","Yes","No","Prefer not to answer","No","Montreal"
"2025/04/16 11:30:44 AM AST","2025","Black","Social Sciences","Woman","Unsure","No","No","Yes","No, but I have in the past","Unsure","No","No","I would rather be rejected because of my looks","No","toronto"
"2025/04/16 11:31:18 AM AST","2026","Middle Eastern or North African","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 11:31:29 AM AST","2027","Asian","Physical Sciences","Woman","No","Yes","Yes","Prefer not to answer","No, I never have","No","Unsure","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 11:34:55 AM AST","2027","White","Physical Sciences","Woman","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Toronto"
"2025/04/16 11:38:18 AM AST","2027","Black","Humanities/ Arts","Man","Yes","No","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Montreal "
"2025/04/16 11:41:02 AM AST","2027","Asian;White","Physical Sciences","Woman","No","Yes","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/16 11:41:18 AM AST","2027","White","Social Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottowa"
"2025/04/16 11:48:39 AM AST","2028","Hispanic or Latino;Native American or Alaska Native","Life Sciences;Social Sciences","Woman","Yes","Yes","No","Yes","No, but I have in the past","Unsure","Yes","No","I would rather be rejected because of my personality","No","Vancouver"
"2025/04/16 11:51:13 AM AST","2025.5","Black","Physical Sciences","Woman","No","Yes","Yes","Unsure","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/16 11:51:36 AM AST","2025","Hispanic or Latino;White","Physical Sciences","Man","No","No","Yes","Unsure","No, I never have","No","No","Yes","I would rather be rejected because of my looks","No","Ontario"
"2025/04/16 11:52:11 AM AST","2025","Asian","Physical Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Quebec"
"2025/04/16 11:54:23 AM AST","2025","Asian","Social Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Montreal"
"2025/04/16 11:54:28 AM AST","2025","White","Physical Sciences","Man","No","No","Yes","Yes","No, but I have in the past","Yes","No","No","I would rather be rejected because of my looks","No","USA NUMBER 1 BABY"
"2025/04/16 11:54:33 AM AST","2025","White","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 11:56:19 AM AST","2028","White","Social Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Yes","No","Yes","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 11:56:47 AM AST","2028","White","Social Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Yes","Unsure","No","I would rather be rejected because of my looks","No","Alberta"
"2025/04/16 11:59:00 AM AST","2025","White","Social Sciences","Woman","Unsure","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 11:59:50 AM AST","2028","Asian","Physical Sciences","Woman","No","Yes","No","Prefer not to answer","No, I never have","Yes","Unsure","No","I would rather be rejected because of my personality","No","montreal"
"2025/04/16 12:01:54 PM AST","2026","Asian","Physical Sciences","Woman","Unsure","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","???Montreal"
"2025/04/16 12:02:23 PM AST","2028","White","Social Sciences","Woman","Yes","Yes","No","Yes","No, I never have","No","Unsure","No","I would rather be rejected because of my looks","No","Quebec"
"2025/04/16 12:04:07 PM AST","2025","Asian;Native Hawaiian or Pacific Islander;White","Humanities/ Arts;Physical Sciences","Non-binary","Unsure","Yes","Yes","Yes","No, I never have","Yes","No","Yes","I would rather be rejected because of my looks","No","Ontario"
"2025/04/16 12:05:52 PM AST","2025","Middle Eastern or North African","Physical Sciences","Man","Yes","Yes","Yes","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 12:09:10 PM AST","2028","White","Humanities/ Arts;Social Sciences","Woman","No","Yes","Yes","Unsure","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Montreal"
"2025/04/16 12:10:25 PM AST","2027","White","Social Sciences","Woman","Yes","No","Yes","Yes","No, but I have in the past","Yes","Yes","No","I would rather be rejected because of my looks","No","Montreal?"
"2025/04/16 12:11:00 PM AST","2025","Asian;Hispanic or Latino","Social Sciences","Woman","Yes","Yes","Yes","Yes","No, but I have in the past","No","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 12:13:19 PM AST","2027","Asian","Physical Sciences","Woman","No","No","No","Prefer not to answer","No, I never have","Unsure","Yes","No","I would rather be rejected because of my looks","No","Ottawa?"
"2025/04/16 12:14:59 PM AST","2027","Asian;White","Social Sciences","Woman","No","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","vancouver??"
"2025/04/16 12:15:00 PM AST","2027","Asian","Physical Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","ottowa"
"2025/04/16 12:15:05 PM AST","2027","White","Physical Sciences","Woman","No","Yes","Yes","Unsure","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/16 12:17:59 PM AST","2025","Asian","Social Sciences","Woman","No","Yes","Yes","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my looks","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.)","Ottawa"
"2025/04/16 12:18:18 PM AST","2025.5","White","Social Sciences","Man","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 12:18:26 PM AST","2025","Middle Eastern or North African;White","Life Sciences","Woman","No","Yes","No","Unsure","Yes, I currently have a prescription","Yes","No","No","Prefer not to answer","No","Ontario"
"2025/04/16 12:27:06 PM AST","2028","Asian","Social Sciences","Man","Yes","No","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Ottowa"
"2025/04/16 12:27:08 PM AST","2027","Asian;White","Physical Sciences","Man","No","Yes","Yes","Unsure","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Toronto"
"2025/04/16 12:31:58 PM AST","2028","Asian","Humanities/ Arts","Woman","Unsure","Yes","Yes","Yes","No, but I have in the past","Yes","Unsure","No","I would rather be rejected because of my personality","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.)","Ottawa"
"2025/04/16 12:33:48 PM AST","2027","Asian","Humanities/ Arts","Woman","No","Yes","Yes","Yes","Yes, I currently have a prescription","Unsure","Yes","Yes","I would rather be rejected because of my looks","No","Quebec"
"2025/04/16 12:37:24 PM AST","2025","White","Humanities/ Arts","Non-binary","Yes","No","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 12:39:45 PM AST","2026","Black;White","Humanities/ Arts;Social Sciences","Man","No","No","Yes","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my looks","No","Montreal"
"2025/04/16 12:45:25 PM AST","2027","Asian","Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","No","No","Prefer not to answer","No","Vancouver?"
"2025/04/16 12:45:38 PM AST","2028","Black;White","Life Sciences","Woman","No","No","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Toronto"
"2025/04/16 12:45:54 PM AST","2027","Asian","Physical Sciences","Man","No","Yes","Yes","Unsure","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","toronto"
"2025/04/16 12:45:56 PM AST","2028","Asian","Social Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Quebec"
"2025/04/16 12:46:57 PM AST","2028","Black;Hispanic or Latino;Native American or Alaska Native","Humanities/ Arts;Social Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Toronto"
"2025/04/16 12:51:10 PM AST","2026","White","Physical Sciences","Woman","Yes","Yes","Yes","Yes","No, but I have in the past","No","Unsure","No","I would rather be rejected because of my personality","No","Vancouver"
"2025/04/16 12:51:56 PM AST","2028","Asian","Physical Sciences","Woman","No","No","Yes","Yes","No, I never have","Unsure","Yes","No","I would rather be rejected because of my looks","No","quebec"
"2025/04/16 12:53:33 PM AST","2027","Asian","Humanities/ Arts;Physical Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Unsure","Yes","No","I would rather be rejected because of my looks","No","ottawa"
"2025/04/16 12:53:56 PM AST","2027","White","Humanities/ Arts","Woman","No","Yes","Yes","Yes","No, I never have","Yes","No","Yes","I would rather be rejected because of my looks","No","toronto"
"2025/04/16 12:54:49 PM AST","2028","Asian","Humanities/ Arts;Physical Sciences","Woman","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 12:55:06 PM AST","2027","Black","Life Sciences;Physical Sciences","Man","No","No","No","No","No, I never have","Yes","No","No","Prefer not to answer","No","Ontario"
"2025/04/16 12:55:10 PM AST","2028","Hispanic or Latino","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","Unsure","Yes","I would rather be rejected because of my looks","No","ottawa"
"2025/04/16 12:56:30 PM AST","2028","Asian","Humanities/ Arts;Physical Sciences","Woman","No","Yes","No","Yes","No, I never have","Unsure","Unsure","No","I would rather be rejected because of my personality","No","toronto"
"2025/04/16 12:57:03 PM AST","2027","Asian","Physical Sciences","Man","Yes","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/16 12:58:11 PM AST","2026","Asian","Life Sciences","Woman","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","don't know"
"2025/04/16 12:58:25 PM AST","2026","White","Life Sciences","Man","Yes","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ottowa"
"2025/04/16 1:01:02 PM AST","2027","Black","Life Sciences","Woman","No","No","No","Yes","No, I never have","Unsure","Yes","No","I would rather be rejected because of my looks","No","Quebec? (idk please don't judge me)"
"2025/04/16 1:02:19 PM AST","2028","Asian","Humanities/ Arts;Life Sciences","Woman","Yes","Yes","No","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my personality","No","Ottowa"
"2025/04/16 1:03:43 PM AST","2028","White","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Unsure","Unsure","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/16 1:06:02 PM AST","2025","White","Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Ottowa"
"2025/04/16 1:06:35 PM AST","2025","White","Life Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 1:06:54 PM AST","2025","White","Physical Sciences","Man","No","Yes","Yes","Yes","Yes, I currently have a prescription","No","No","Yes","I would rather be rejected because of my looks","No","Toronto"
"2025/04/16 1:07:55 PM AST","2028","Asian","Physical Sciences","Man","No","No","No","Prefer not to answer","No, I never have","Yes","Yes","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 1:08:20 PM AST","2025","White","Humanities/ Arts","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 1:08:42 PM AST","2025","Asian","Humanities/ Arts","Woman","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Winnipeg "
"2025/04/16 1:13:56 PM AST","2025","Hispanic or Latino;White","Physical Sciences;Social Sciences","Man","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","Yes, a surgical procedure (rhinoplasty, augmentations, reductions, etc.)","Ottawa"
"2025/04/16 1:14:14 PM AST","2028","White;Prefer not to answer","Physical Sciences","Man","Yes","Yes","No","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/16 1:14:31 PM AST","2028","Asian","Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","Unsure","No","I would rather be rejected because of my looks","No","Ontario"
"2025/04/16 1:15:25 PM AST","2025","White","Humanities/ Arts;Social Sciences","Woman","Yes","No","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Montreal"
"2025/04/16 1:15:43 PM AST","2026","White","Humanities/ Arts","Woman","No","No","Yes","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 1:18:08 PM AST","2026","White","Physical Sciences","Woman","Yes","No","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","Not Onterio"
"2025/04/16 1:18:59 PM AST","2028","Asian","Humanities/ Arts","Woman","Unsure","No","Yes","Yes","No, but I have in the past","Unsure","Unsure","No","I would rather be rejected because of my personality","No","quebec "
"2025/04/16 1:19:33 PM AST","2025","Black","Social Sciences","Woman","Yes","No","Yes","Yes","No, but I have in the past","No","No","No","I would rather be rejected because of my personality","No","Ottowa"
"2025/04/16 1:19:42 PM AST","2025","White","Physical Sciences","Woman","No","Yes","Yes","Prefer not to answer","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","idk"
"2025/04/16 1:20:37 PM AST","2028","White","Physical Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Vancouver??"
"2025/04/16 1:22:52 PM AST","2025","White","Social Sciences","Woman","No","No","Yes","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 1:24:12 PM AST","2025","White","Life Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","not Toronto, apparently"
"2025/04/16 1:24:26 PM AST","2028","Asian;White","Humanities/ Arts;Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","No","Unsure","No","I would rather be rejected because of my looks","No","Montreal"
"2025/04/16 1:26:21 PM AST","2028","Asian","Physical Sciences","Woman","No","Yes","Yes","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my personality","No","Vancouver"
"2025/04/16 1:28:45 PM AST","2025","White","Humanities/ Arts","Woman","No","No","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my looks","No","i might cry idk LOL but my guess is toronto"
"2025/04/16 1:29:18 PM AST","2028","Hispanic or Latino;White","Humanities/ Arts","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/16 1:30:24 PM AST","2025","Asian","Life Sciences;Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottowa"
"2025/04/16 1:30:29 PM AST","2025","White","Physical Sciences","Man","No","No","Yes","No","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","51st state"
"2025/04/16 1:30:58 PM AST","2025","Asian","Life Sciences","Man","No","No","No","Yes","No, I never have","Unsure","Yes","No","I would rather be rejected because of my looks","No","ottawa"
"2025/04/16 1:31:08 PM AST","2027","Middle Eastern or North African;White","Humanities/ Arts;Life Sciences","Man","Yes","Yes","Yes","Yes","No, but I have in the past","Yes","Yes","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 1:33:58 PM AST","2028","Middle Eastern or North African","Humanities/ Arts;Social Sciences","Woman","No","Yes","No","Yes","No, I never have","No","Unsure","No","I would rather be rejected because of my personality","No","Ottawa "
"2025/04/16 1:34:39 PM AST","2026","Asian;White","Life Sciences;Physical Sciences","Man","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","No","Yes","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 1:36:15 PM AST","2026","White","Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","No","No","Yes","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 1:37:00 PM AST","2028","White","Prefer not to answer","Woman","Yes","Yes","No","Yes","No, I never have","Yes","Prefer not to answer","No","I would rather be rejected because of my looks","No","Vancouver"
"2025/04/16 1:37:11 PM AST","2026","Asian","Physical Sciences","Woman","No","Yes","Yes","Yes","No, but I have in the past","Yes","No","No","I would rather be rejected because of my looks","No","O "
"2025/04/16 1:38:09 PM AST","2026","Asian","Physical Sciences","Man","Yes","Yes","No","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/16 1:40:29 PM AST","2025","White","Physical Sciences","Woman","Yes","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Ontario"
"2025/04/16 1:40:42 PM AST","2025.5","White","Social Sciences","Non-binary","Prefer not to answer","Yes","Yes","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","leaf"
"2025/04/16 1:41:10 PM AST","2027","Asian","Life Sciences;Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 1:42:00 PM AST","2028","White","Prefer not to answer","Woman","No","Yes","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my personality","No","Montreal"
"2025/04/16 1:42:07 PM AST","2028","Asian","Life Sciences;Social Sciences","Man","No","No","Yes","Yes","No, I never have","Unsure","Unsure","Unsure","I would rather be rejected because of my looks","No","miami "
"2025/04/16 1:45:51 PM AST","2028","White","Humanities/ Arts;Physical Sciences","Man","No","Yes","Yes","Yes","No, I never have","Yes","Unsure","No","I would rather be rejected because of my looks","No","ottawa"
"2025/04/16 1:45:55 PM AST","2025","White","Social Sciences","Man","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my personality","Yes, a non-surgical procedure (injectables, fillers, botox, etc.)","ottawa"
"2025/04/16 1:46:06 PM AST","2025","Black","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my personality","No","Vancouver"
"2025/04/16 1:46:29 PM AST","2025","White","Life Sciences","Woman","Yes","Yes","No","Yes","Yes, I currently have a prescription","Unsure","No","No","I would rather be rejected because of my looks","No","If only i knew"
"2025/04/16 1:47:08 PM AST","2026","Black;White","Humanities/ Arts","Non-binary","Yes","No","Yes","Yes","Yes, I currently have a prescription","No","Unsure","No","I would rather be rejected because of my personality","No","idk"
"2025/04/16 1:48:31 PM AST","2025","White","Life Sciences;Social Sciences","Man","Yes","No","Yes","Yes","No, I never have","Unsure","Unsure","Yes","I would rather be rejected because of my looks","Unsure","Ottawa"
"2025/04/16 1:49:04 PM AST","2028","Asian","Physical Sciences","Man","Yes","Yes","No","Yes","Prefer not answer","No","No","No","I would rather be rejected because of my looks","No","Ontario"
"2025/04/16 1:51:16 PM AST","2025","Hispanic or Latino","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Montreal"
"2025/04/16 1:51:19 PM AST","2025","Asian","Physical Sciences","Woman","No","No","Yes","Yes","No, I never have","Unsure","Yes","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 1:53:52 PM AST","2028","Asian;White","Physical Sciences","Man","No","Yes","No","Prefer not to answer","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Montreal"
"2025/04/16 1:54:51 PM AST","2028","Asian;White","Social Sciences","Woman","No","Yes","Yes","Yes","Yes, I currently have a prescription","Yes","No","Yes","I would rather be rejected because of my personality","No","Toronto"
"2025/04/16 1:55:07 PM AST","2028","White","Humanities/ Arts;Social Sciences","Woman","No","Yes","Yes","Yes","Yes, I currently have a prescription","Yes","No","No","I would rather be rejected because of my personality","Unsure","Toronto"
"2025/04/16 1:56:09 PM AST","2026","White","Physical Sciences;Social Sciences","Woman","Yes","Yes","Yes","Yes","No, I never have","Unsure","No","No","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 1:56:29 PM AST","2028","Asian","Social Sciences","Woman","Unsure","Yes","No","Yes","No, I never have","Yes","Yes","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/16 1:57:03 PM AST","2025","White","Physical Sciences","Man","Yes","Yes","No","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my looks","No","Alberta"
"2025/04/16 1:57:22 PM AST","2028","White","Humanities/ Arts","Woman","Yes","Yes","No","Yes","No, I never have","No","No","No","I would rather be rejected because of my personality","No","unsure"
"2025/04/16 1:57:28 PM AST","2028","Hispanic or Latino;White","Physical Sciences","Woman","No","Yes","Yes","Yes","No, I never have","No","No","No","I would rather be rejected because of my looks","No","Toronto"
"2025/04/16 1:59:02 PM AST","2028","Prefer not to answer","Life Sciences","Man","No","No","Yes","Prefer not to answer","No, I never have","No","No","No","I would rather be rejected because of my personality","No","idk"
"2025/04/16 1:59:05 PM AST","2025","White","Physical Sciences","Non-binary","Yes","Yes","No","Yes","No, but I have in the past","No","Yes","No","I would rather be rejected because of my personality","No","Montreal"
"2025/04/16 2:00:08 PM AST","2027","Asian;White","Humanities/ Arts","Woman;Man","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","No","No","No","I would rather be rejected because of my looks","Unsure","Toronto"
"2025/04/16 2:01:00 PM AST","2025","Black","Humanities/ Arts;Social Sciences","Non-binary","Yes","Yes","Yes","Yes","No, I never have","No","Yes","No","I would rather be rejected because of my personality","No","Ottawa"
"2025/04/16 2:02:54 PM AST","2025","White","Physical Sciences","Non-binary","Yes","No","Yes","Yes","Yes, I currently have a prescription","Unsure","No","No","I would rather be rejected because of my looks","No","Ottowa"
"2025/04/16 2:02:58 PM AST","2025","Hispanic or Latino","Social Sciences","Woman","Yes","Yes","Yes","Yes","Yes, I currently have a prescription","No","No","Yes","I would rather be rejected because of my looks","No","oottowa"
"2025/04/16 2:03:38 PM AST","2028","White","Life Sciences","Woman","No","No","Yes","Yes","Yes, I currently have a prescription","No","No","Yes","I would rather be rejected because of my looks","No","Ottawa"
"2025/04/16 2:03:49 PM AST","2028","Hispanic or Latino;White","Humanities/ Arts","Woman","No","No","No","Yes","Yes, I currently have a prescription","Unsure","No","No","I would rather be rejected because of my looks","No","ottawa"
"2025/04/16 2:04:03 PM AST","2025","White","Physical Sciences","Man","No","No","Yes","Yes","No, I never have","Yes","No","No","I would rather be rejected because of my looks","No","Ottawa"
