"Timestamp","What is your current graduation year?","How would you describe your gender identity?","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Did you attend a public or private high school?","How has your political ideology changed since coming to Brown?","During the semester, how many hours of sleep do you get per night on average?","Do you think ""cancel culture"" is an effective way to hold people accountable for their actions?","Have you ever used ChatGPT to assist with a class assignment?","Do you support the right to own guns in the United States?","Do you feel like you fit in at Brown?","Have you ever been rejected from a club or student organization at Brown?","Do you think you have better social skills than the average Brown student?","In your experience, were classes at your high school or at Brown more challenging?","Have you ever used a dating app while at Brown?"
"2023/03/01 4:00:23 PM AST","2025","Female","White","Social Sciences (including economics, CLPS)","Public","I have become more liberal","7","Yes","No, but I know what ChatGPT is","Yes","Yes","No","No, slightly worse","Classes at my high school were more challenging","Yes"
"2023/03/01 4:01:14 PM AST","2025","Female","White","Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","8","Unsure","No, but I know what ChatGPT is","Yes","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/01 4:05:32 PM AST","2026","Female","White","Humanities/Arts;Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","Unsure","Yes","No","No, slightly worse","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/01 4:06:23 PM AST","2023","Female","White","Humanities/Arts","Homeschooled","My political ideology has not changed","8","Yes","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Prefer not to answer","Yes"
"2023/03/01 4:12:06 PM AST","2026","Male","Asian","Life Sciences","Private","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/01 4:12:58 PM AST","2023","Male","White","Life Sciences","Public","My political ideology has not changed","6","Yes","No, but I know what ChatGPT is","Unsure","Yes","No","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/01 4:20:14 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","Yes","No, but I know what ChatGPT is","No","Yes","Yes","No, slightly worse","Classes at my high school were more challenging","Yes"
"2023/03/01 4:21:06 PM AST","2023.5","Male","Asian","Life Sciences","Private","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","No","No","No, slightly worse","Classes at my high school were more challenging","No"
"2023/03/01 4:22:31 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","7","Yes","No, but I know what ChatGPT is","No","Unsure","No","No, slightly worse","Classes at my high school were more challenging","No"
"2023/03/01 4:23:37 PM AST","2026","Male","White","Humanities/Arts","Public","My political ideology has not changed","7","Unsure","Yes","Unsure","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/01 4:24:12 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","6","Yes","No, but I know what ChatGPT is","No","Yes","No","Prefer not to answer","Classes at Brown are more challenging","No"
"2023/03/01 4:25:33 PM AST","2026","Female","Asian","Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","Unsure","Yes","No","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/01 4:29:13 PM AST","2024","Female","Asian;Middle Eastern or North African","Life Sciences","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","Yes","Yes","Yes, significantly better","Classes at Brown are more challenging","Yes"
"2023/03/01 4:33:21 PM AST","2026","Male","White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","Unsure","Yes","Yes","Yes","Yes","No, slightly worse","Classes at my high school were more challenging","No"
"2023/03/01 4:34:20 PM AST","2023.5","Female","Black;White","Social Sciences (including economics, CLPS)","Public","I have become more liberal","7","No","No, but I know what ChatGPT is","Unsure","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/01 4:37:16 PM AST","2026","Male","White","Humanities/Arts;Life Sciences","Private","My political ideology has not changed","8","Unsure","No, but I know what ChatGPT is","No","Yes","No","No, slightly worse","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/01 4:37:19 PM AST","2023","Questioning","Prefer not to answer","Social Sciences (including economics, CLPS)","Public","Prefer not to answer","6","No","No, and I don't know what ChatGPT is","No","Unsure","Yes","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/01 4:44:48 PM AST","2026","Male","Asian","Social Sciences (including economics, CLPS)","Private","I have become more liberal","7","No","No, but I know what ChatGPT is","Yes","Unsure","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/01 4:46:07 PM AST","2025","Female","Black","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","6","Unsure","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/01 4:49:57 PM AST","2023","Female","White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","Unsure","No, but I know what ChatGPT is","Yes","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/01 4:49:59 PM AST","2026","Male","Asian","Humanities/Arts;Life Sciences","Private","My political ideology has not changed","7","No","Yes","Yes","Yes","No","No, slightly worse","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/01 4:50:34 PM AST","2026","Female","Hispanic;White","Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","6","No","No, but I know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at my high school were more challenging","No"
"2023/03/01 4:53:02 PM AST","2026","Female","Asian;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","7","Unsure","Yes","No","Yes","Yes","No, slightly worse","Classes at my high school were more challenging","No"
"2023/03/01 4:53:38 PM AST","2025","Male","Black","Life Sciences","Private","My political ideology has not changed","7","Yes","Yes","Unsure","Yes","No","No, slightly worse","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/01 4:53:40 PM AST","2026","Male","White","Humanities/Arts","Public","My political ideology has not changed","7","Yes","No, but I know what ChatGPT is","Yes","Yes","Yes","Yes, significantly better","Classes at Brown are more challenging","Yes"
"2023/03/01 4:54:28 PM AST","2025.5","Male","Asian","Life Sciences","Public","My political ideology has not changed","7","Yes","No, but I know what ChatGPT is","No","Unsure","Yes","No, slightly worse","Classes at my high school were more challenging","Yes"
"2023/03/01 4:57:50 PM AST","2023","Female","Asian","Life Sciences","Private","My political ideology has not changed","5","Unsure","No, but I know what ChatGPT is","No","Yes","No","No, slightly worse","Classes at my high school were more challenging","No"
"2023/03/01 5:07:59 PM AST","2026.5","Female","Asian","Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","6","Unsure","No, but I know what ChatGPT is","No","No","No","No, significantly worse","Classes at my high school were more challenging","No"
"2023/03/01 5:10:04 PM AST","2026","Female","White","Social Sciences (including economics, CLPS)","Private","Prefer not to answer","8","No","No, but I know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at my high school were more challenging","Yes"
"2023/03/01 5:12:50 PM AST","2025","Male","White","Life Sciences","Private","My political ideology has not changed","8","No","Yes","No","Yes","Yes","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/01 5:16:27 PM AST","2026","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","8","No","No, but I know what ChatGPT is","Yes","Yes","No","No, slightly worse","Classes at Brown are more challenging","Yes"
"2023/03/01 5:16:33 PM AST","2026","Female","Hispanic;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Public","I have become more liberal","7","Yes","Yes","Yes","Yes","No","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/01 5:19:00 PM AST","2026","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","8","No","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/01 5:21:20 PM AST","2023","Female","White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","8","Unsure","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/01 5:22:06 PM AST","2026","Male","White","Life Sciences","Private","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/01 5:24:31 PM AST","2024","Male","White","Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","7","Unsure","No, but I know what ChatGPT is","Unsure","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/01 5:24:56 PM AST","2024","Male","Middle Eastern or North African;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Private","I have become more liberal","8","No","Yes","Unsure","Yes","No","Yes, slightly better","Classes at my high school were more challenging","Yes"
"2023/03/01 5:26:28 PM AST","2026","Female","Hispanic","Social Sciences (including economics, CLPS)","Public","I have become more liberal","6","No","No, and I don't know what ChatGPT is","No","Yes","No","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/01 5:27:19 PM AST","2026","Male","Asian;White","Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","6","No","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/01 5:28:36 PM AST","2026","Female","Asian;Native Hawaiian or Pacific Islander;White","Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","Yes","Yes","Yes, significantly better","Classes at my high school were more challenging","No"
"2023/03/01 5:29:14 PM AST","2024","Male","White","Physical Sciences (including math, computer science)","Private","I have become more conservative","7","No","Yes","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/01 5:31:36 PM AST","2026","Male","Hispanic;White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","No","Yes","Yes","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/01 5:31:55 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","8","No","No, but I know what ChatGPT is","Yes","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/01 5:33:29 PM AST","2026","Female","Hispanic","Life Sciences","Private","I have become more liberal","8","No","No, but I know what ChatGPT is","Unsure","No","No","Yes, significantly better","Classes at Brown are more challenging","Prefer not to answer"
"2023/03/01 5:33:39 PM AST","2026","Male","Asian","Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","8","No","No, but I know what ChatGPT is","No","Yes","No","Yes, significantly better","Classes at my high school were more challenging","Yes"
"2023/03/01 5:41:31 PM AST","2026","Female","White","Life Sciences","Public","I have become more liberal","7","No","No, but I know what ChatGPT is","Unsure","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/01 5:41:58 PM AST","2026","Female","White","Social Sciences (including economics, CLPS)","Private","I have become more liberal","7","No","No, and I don't know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/01 5:59:56 PM AST","2023","Female","Asian","Social Sciences (including economics, CLPS)","Private","I have become more liberal","7","Unsure","Yes","No","Yes","Yes","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/01 6:02:02 PM AST","2025","Male","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Private","I have become more liberal","7","No","Yes","Yes","Yes","Yes","Yes, slightly better","Classes at my high school were more challenging","Yes"
"2023/03/01 6:06:04 PM AST","2026","Male","White","Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","8","No","No, but I know what ChatGPT is","Yes","Yes","No","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 10:47:42 AM AST","2025","Male","Asian","Social Sciences (including economics, CLPS)","Public","I have become more liberal","6","Yes","Yes","Yes","Yes","Yes","No, slightly worse","Classes at Brown are more challenging","Yes"
"2023/03/02 11:09:12 AM AST","2023","Female","White","Life Sciences","Private","My political ideology has not changed","8","Yes","Yes","No","Unsure","Yes","No, slightly worse","Classes at my high school were more challenging","No"
"2023/03/02 11:10:03 AM AST","2024","Female","White","Life Sciences;Social Sciences (including economics, CLPS)","Public","I have become more liberal","7","No","No, but I know what ChatGPT is","Unsure","Yes","No","No, slightly worse","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 11:10:33 AM AST","2024","Male","Black","Life Sciences","Private","I have become more liberal","5","No","No, and I don't know what ChatGPT is","Yes","Unsure","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 11:12:48 AM AST","2024","Male","Asian","Physical Sciences (including math, computer science)","Private","I have become more conservative","8","No","Yes","Yes","Unsure","Yes","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 11:14:27 AM AST","2026","Male","Asian;Hispanic;White","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","9","No","Yes","Unsure","Yes","No","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 11:21:07 AM AST","2025","Female","White","Life Sciences","Public","My political ideology has not changed","8","Unsure","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 11:23:05 AM AST","2025","Female","Hispanic;White","Humanities/Arts","Public","My political ideology has not changed","8","No","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 11:23:31 AM AST","2026","Male","Hispanic","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","5","No","Yes","Yes","Yes","No","Yes, significantly better","Classes at Brown are more challenging","No"
"2023/03/02 11:24:51 AM AST","2026","Female","White","Life Sciences;Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","Prefer not to answer","No, but I know what ChatGPT is","Unsure","Yes","No","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 11:25:07 AM AST","2026","Male","White","Life Sciences","Private","My political ideology has not changed","6","Yes","No, but I know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 11:27:56 AM AST","2024","Female","Asian;White","Humanities/Arts","Public","My political ideology has not changed","7","Unsure","No, but I know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 11:28:42 AM AST","2025","Non-binary","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","6","Yes","No, but I know what ChatGPT is","No","Yes","No","No, slightly worse","Classes at my high school were more challenging","Yes"
"2023/03/02 11:30:57 AM AST","2023","Male","White","Physical Sciences (including math, computer science)","Public","I have become more liberal","7","Unsure","No, but I know what ChatGPT is","Yes","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 11:31:06 AM AST","2026","Female","Hispanic;White","Social Sciences (including economics, CLPS)","Public","I have become more liberal","7","Unsure","No, but I know what ChatGPT is","No","Yes","No","No, slightly worse","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 11:36:14 AM AST","2023","Female","Black;White","Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","7","No","No, and I don't know what ChatGPT is","No","Yes","Yes","No, slightly worse","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 11:36:26 AM AST","2025","Female","White","Life Sciences","Private","My political ideology has not changed","6","No","No, but I know what ChatGPT is","Unsure","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 11:40:20 AM AST","2025","Female","Asian;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","5","No","Yes","No","Unsure","Yes","Yes, significantly better","Classes at Brown are more challenging","Yes"
"2023/03/02 11:45:46 AM AST","2025","Male","White","Social Sciences (including economics, CLPS)","Public","I have become more liberal","8","No","No, but I know what ChatGPT is","Yes","Yes","Yes","Yes, significantly better","Classes at Brown are more challenging","No"
"2023/03/02 11:56:41 AM AST","2026","Male","Hispanic;White","Physical Sciences (including math, computer science)","Public","I have become more conservative","5","No","No, but I know what ChatGPT is","Yes","Yes","Yes","Prefer not to answer","Classes at Brown are more challenging","No"
"2023/03/02 11:58:15 AM AST","2025","Male","White","Humanities/Arts","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","Unsure","No","No","No, significantly worse","Classes at Brown are more challenging","Yes"
"2023/03/02 11:59:52 AM AST","2026","Male","Hispanic","Humanities/Arts;Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","Unsure","No, but I know what ChatGPT is","Yes","Yes","No","No, slightly worse","Classes at Brown are more challenging","Yes"
"2023/03/02 12:01:15 PM AST","2026","Female","Hispanic","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","6","Yes","No, but I know what ChatGPT is","No","No","No","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 12:02:16 PM AST","2026","Female","Hispanic","Physical Sciences (including math, computer science)","Public","Prefer not to answer","8","No","No, but I know what ChatGPT is","Yes","Yes","No","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 12:03:45 PM AST","2026","Female","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","8","Unsure","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:07:09 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","8","Unsure","Yes","Yes","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 12:07:35 PM AST","2023","Non-binary","Asian","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","5","No","Yes","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 12:09:06 PM AST","2023.5","Female","Asian","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","4 or less","No","Yes","No","Yes","Yes","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 12:14:22 PM AST","2024","Female","Asian","Life Sciences;Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","7","Unsure","No, but I know what ChatGPT is","No","Yes","Yes","No, slightly worse","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 12:16:25 PM AST","2025","Female","Middle Eastern or North African;White","Physical Sciences (including math, computer science)","Private","I have become more liberal","9","No","Yes","No","Yes","Yes","Yes, slightly better","Classes at my high school were more challenging","Yes"
"2023/03/02 12:18:19 PM AST","2024","Male","White","Life Sciences;Physical Sciences (including math, computer science)","Public","I have become more liberal","7","No","Yes","Yes","No","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:18:29 PM AST","2024","Male","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Public","I have become more conservative","7","No","Yes","Yes","No","Yes","Yes, significantly better","Classes at Brown are more challenging","No"
"2023/03/02 12:20:03 PM AST","2025","Female","Asian","Life Sciences","Public","I have become more liberal","7","No","Yes","No","Unsure","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:20:42 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","Unsure","Yes","No","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:21:06 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","8","No","No, but I know what ChatGPT is","Unsure","Yes","No","Yes, slightly better","Classes at my high school were more challenging","Yes"
"2023/03/02 12:21:24 PM AST","2023","Male","White","Physical Sciences (including math, computer science)","Private","Prefer not to answer","7","Prefer not to answer","No, but I know what ChatGPT is","Prefer not to answer","Prefer not to answer","No","Yes, slightly better","Classes at my high school were more challenging","Yes"
"2023/03/02 12:24:55 PM AST","2024.5","Male","White","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","8","No","Yes","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 12:26:14 PM AST","2023","Male","Asian;White","Humanities/Arts","Private","My political ideology has not changed","7","No","No, but I know what ChatGPT is","Unsure","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:27:11 PM AST","2025","Male","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","Public","My political ideology has not changed","8","No","Yes","Unsure","Unsure","Yes","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 12:28:56 PM AST","2026","Female","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","Yes","No","Yes, significantly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:30:25 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","6","No","Yes","No","Yes","Yes","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 12:32:47 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","Unsure","No, but I know what ChatGPT is","Yes","No","Yes","No, slightly worse","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 12:35:46 PM AST","2024","Female","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","Private","I have become more liberal","6","Unsure","Yes","No","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 12:35:46 PM AST","2023","Non-binary","Hispanic","Social Sciences (including economics, CLPS)","Public","I have become more liberal","8","No","Yes","No","No","Yes","Yes, significantly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:35:51 PM AST","2024","Male","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Public","I have become more conservative","7","Yes","No, but I know what ChatGPT is","Yes","No","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:36:04 PM AST","2024","Female","Hispanic;White","Humanities/Arts;Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","Unsure","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:40:18 PM AST","2026","Female","White","Life Sciences","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","Unsure","No","No","No, significantly worse","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 12:41:30 PM AST","2024","Male","Black;Hispanic","Humanities/Arts;Social Sciences (including economics, CLPS)","Public","I have become more liberal","6","No","No, but I know what ChatGPT is","Yes","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:41:38 PM AST","2025","Male","White","Humanities/Arts;Physical Sciences (including math, computer science)","Private","I have become more liberal","8","No","Yes","Yes","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 12:42:31 PM AST","2025.5","Male","Asian","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","8","No","No, but I know what ChatGPT is","Yes","Yes","No","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 12:43:45 PM AST","2026","Female","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at my high school were more challenging","No"
"2023/03/02 12:44:03 PM AST","2025","Male","Middle Eastern or North African","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Private","I have become more liberal","7","No","Yes","Unsure","Unsure","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 12:44:16 PM AST","2026","Male","White","Humanities/Arts","Public","I have become more liberal","11","Unsure","No, and I don't know what ChatGPT is","No","No","No","No, slightly worse","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 12:44:56 PM AST","2025","Male","Hispanic;White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","6","No","Yes","Yes","Yes","No","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 12:45:04 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","No","Yes","Yes","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:46:32 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Private","My political ideology has not changed","7","Unsure","Yes","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 12:48:02 PM AST","2026","Female","White","Life Sciences","Private","My political ideology has not changed","7","No","Yes","No","Yes","Yes","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 12:48:48 PM AST","2025","Female","White","Life Sciences;Physical Sciences (including math, computer science)","Public","My political ideology has not changed","8","Unsure","No, but I know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 12:49:31 PM AST","2026","Male","White","Social Sciences (including economics, CLPS)","Private","My political ideology has not changed","7","No","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:50:03 PM AST","2023","Female","White","Humanities/Arts","Private","My political ideology has not changed","8","Yes","No, but I know what ChatGPT is","Unsure","Yes","Yes","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 12:50:21 PM AST","2026","Male","Black;White","Humanities/Arts","Public","My political ideology has not changed","8","Yes","No, and I don't know what ChatGPT is","Unsure","Yes","No","Yes, slightly better","Classes at Brown are more challenging","No"
"2023/03/02 12:51:03 PM AST","2025","Female","White;","Life Sciences","Private","My political ideology has not changed","8","No","No, but I know what ChatGPT is","No","Yes","Yes","No, slightly worse","Classes at Brown are more challenging","No"
"2023/03/02 12:51:49 PM AST","2026","Female","Black","Humanities/Arts","Private","My political ideology has not changed","4 or less","No","No, but I know what ChatGPT is","No","Yes","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:51:53 PM AST","2024","Male","Black","Life Sciences","Public","My political ideology has not changed","5","Unsure","No, but I know what ChatGPT is","No","Unsure","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:53:29 PM AST","2026","Female","Black","Humanities/Arts;Life Sciences","Private","My political ideology has not changed","5","No","No, and I don't know what ChatGPT is","No","Yes","Yes","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:55:04 PM AST","2023.5","Female","Black","Physical Sciences (including math, computer science)","Public","I have become more liberal","10","No","No, but I know what ChatGPT is","No","Unsure","No","Yes, slightly better","Classes at Brown are more challenging","Yes"
"2023/03/02 12:55:37 PM AST","2024","Male","White","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","7","No","Yes","No","Unsure","Yes","No, slightly worse","Classes at my high school and at Brown have been equally challenging","No"
"2023/03/02 12:58:12 PM AST","2024.5","Male","White","Physical Sciences (including math, computer science)","Public","I have become more liberal","10","No","No, but I know what ChatGPT is","Unsure","No","Yes","Yes, significantly better","Classes at my high school were more challenging","No"
"2023/03/02 1:00:30 PM AST","2024","Female","White","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Public","My political ideology has not changed","6","No","Yes","No","Yes","Yes","Yes, slightly better","Classes at my high school and at Brown have been equally challenging","Yes"
"2023/03/02 1:03:16 PM AST","2023","Male","White","Physical Sciences (including math, computer science)","Private","I have become more liberal","7","Yes","Yes","Yes","Yes","No","Yes, significantly better","Classes at Brown are more challenging","Yes"
"2023/03/02 1:05:13 PM AST","2023","Male","Hispanic","Humanities/Arts","Private","I have become more liberal","9","Unsure","No, but I know what ChatGPT is","Yes","No","Yes","Yes, significantly better","Classes at my high school were more challenging","No"
"2023/03/02 1:06:14 PM AST","2023","Male","Asian","Physical Sciences (including math, computer science)","Public","My political ideology has not changed","6","No","Yes","Yes","Yes","Yes","No, slightly worse","Classes at my high school and at Brown have been equally challenging","No"
